hotel_url,hotel_location,hotel_id,hotel_name,hotel_description,hotel_address
https://www.booking.com/hotel/vn/mai-mountain-homestay.html?aid=304142&label=mkt123sc-d115badd-4550-4e03-9532-ab002bd0ed4b&ucfs=1&arphpl=1&dest_id=-3724181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=285&sr_order=class&srpvid=c7848ab549db197d1759b1320d9d28a6&srepoch=1771157700&from=searchresults,Ninh Binh,2001,Mai Mountain Homestay,"Comfortable Accommodations: Mai Mountain Homestay in Ninh Bình offers family rooms with air-conditioning, private bathrooms, and balconies. Each room includes a kitchenette, work desk, and free WiFi. Exceptional Facilities: Guests enjoy spa facilities, a swimming pool with a view, sun terrace, and open-air bath. Additional amenities include a fitness center, sauna, and free bicycles. Dining Experience: The family-friendly restaurant serves Thai, Vietnamese, local, Asian, and international cuisines. Breakfast options include American, buffet, vegetarian, vegan, and gluten-free. Prime Location: Located 50 mi from Tho Xuan Airport, the hotel is near attractions such as Bai Dinh Temple (16 mi) and Tam Coc Cave (2.9 mi). Free on-site parking and a tour desk enhance the stay.","Đội 4 Văn Lâm , Ninh Hải , Hoa Lư, Ninh Bình, Ninh Binh, Vietnam"
https://www.booking.com/hotel/vn/la-terrazza-hoi-an.html?aid=304142&label=mkt123sc-64d867c0-d774-46da-a614-415b7f283ea4&ucfs=1&arphpl=1&dest_id=-3715584&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=154&sr_order=class&srpvid=7eb3bab32e1669c34149e2238e0497c2&srepoch=1771157163&from=searchresults,Hoi An,2002,La Terrazza,"Comfortable Accommodations: La Terrazza in Hoi An offers family rooms with private bathrooms, air-conditioning, and garden views. Each room includes a tea and coffee maker, refrigerator, and free WiFi. Exceptional Facilities: Guests enjoy an infinity swimming pool, terrace, and balcony. The property features a family-friendly restaurant serving Italian, Vietnamese, and European cuisines, a bar, and free bicycles. Prime Location: Located 17 mi from Da Nang International Airport, La Terrazza is a short walk from the Japanese Covered Bridge and near attractions such as Hoi An Historic Museum and Assembly Hall of Chaozhou Chinese Congregation. Guest Highlights: Highly rated for its attentive host, quiet area, and bicycle facilities, La Terrazza ensures a pleasant stay for all visitors.","90/57 Hung Vuong, Cam Pho, Hoi An, Vietnam"
https://www.booking.com/hotel/vn/gianni-vung-tau1.html?aid=304142&label=mkt123sc-671c8ba3-9d03-4cfc-9136-1a7842341057&ucfs=1&arphpl=1&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=678&sr_order=class&srpvid=2e21081c7ac5a0a622edd8ec00167eb0&srepoch=1771160443&from=searchresults,Vung Tau,2003,Trung hoa HOTEL,"Comfortable Accommodations: Trung Hoa HOTEL in Vung Tau offers family rooms with air-conditioning, balconies, and city views. Each room includes a work desk, shower, slippers, TV, sofa, and wardrobe. Essential Facilities: Guests enjoy free WiFi and complimentary bicycles. The hotel provides private check-in and check-out, a lounge, elevator, 24-hour front desk, shared kitchen, full-day security, room service, and car hire. Prime Location: Located 1.2 mi from Back Beach and Christ of Vung Tau, 0.7 mi from Express Ship Harbor, and 63 mi from Tan Son Nhat International Airport. Nearby attractions include Nghinh Phong Cape and White Villa. Guest Favorites: Guests appreciate the friendly host and convenient location.","H6 Phan Huy Chú phường 2, thành phố vũng tàu H6, Vung Tau, Vietnam"
https://www.booking.com/hotel/vn/hanoi-l-39-heritage-diamond-amp-spa.html?aid=304142&label=mkt123sc-bcb8e8df-9997-46a6-beaa-eca0c6187659&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=189&sr_order=class&srpvid=370ca6940b64d507357c5a1278b3b48d&srepoch=1771156114&from=searchresults,Hanoi,2004,Hanoi L'Heritage Diamond Hotel & Spa,"Central Location: Hanoi L'Heritage Diamond Hotel & Spa in Hanoi offers a central location with Hoan Kiem Lake just a 4-minute walk away. Trang Tien Plaza is a 7-minute stroll, while St. Joseph Cathedral lies 656 feet nearby. Comfortable Accommodations: Rooms feature air-conditioning, private bathrooms, and city views. Additional amenities include bathrobes, mini-bars, and soundproofing, ensuring a relaxing stay. Exceptional Facilities: Guests can enjoy spa facilities, a terrace, bar, and free WiFi. The hotel provides private check-in and check-out, a 24-hour front desk, and concierge services. Dining Experience: Breakfast options include continental, American, buffet, and Asian, featuring local specialties, warm dishes, fresh pastries, and more. Nearby Attractions: Hanoi Old City Gate is 0.8 mi away, while the Imperial Citadel of Thang Long lies 1.1 mi from the hotel. Noi Bai International Airport is 16 mi distant.","17 Nhà Chung Hàng Trống, Hoàn Kiếm , Hà Nội, Hoan Kiem, Hanoi, Vietnam"
https://www.booking.com/hotel/vn/khach-san-tam-dung-standard-double.html?aid=304142&label=mkt123sc-564e9d7d-d8c2-430c-a07f-ec1775832745&ucfs=1&arphpl=1&dest_id=-3712045&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=556&sr_order=class&srpvid=fbbf157ea40ba77910d1469e4bd3b9fe&srepoch=1771159880&from=searchresults,Da Lat,2005,Tâm Dung Hotel Đà Lạt,"Comfortable Accommodations: Tâm Dung Hotel Đà Lạt in Da Lat offers family rooms with air-conditioning, private bathrooms, and free WiFi in public areas. Each room includes a bidet, walk-in shower, and free toiletries. Convenient Facilities: Guests benefit from a elevator, 24-hour front desk, daily housekeeping, full-day security, and free on-site private parking. Additional amenities include tiled and parquet floors, electric kettles, and wardrobes. Prime Location: Located 20 mi from Lien Khuong Airport, the hotel is a short walk from Lam Vien Square (16 minutes) and near attractions such as Xuan Huong Lake (1 mi) and Yersin Park (1.1 mi). Boating is available in the surroundings. Guest Favorites: Guests appreciate the value for money and excellent service.","95 Phan Như Thạch, phường 1,, Da Lat, Vietnam"
https://www.booking.com/hotel/vn/jw-marriott-hotel-and-suites-saigon.html?aid=304142&label=mkt123sc-101d2eb0-bfbf-4d78-8611-1c73accaab6f&ucfs=1&arphpl=1&dest_id=-3730078&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=71&sr_order=class&srpvid=e474ec5fba63b58a7114c45e5cb6bd2f&srepoch=1771157903&from=searchresults,Ho Chi Minh City,2006,"JW Marriott Hotel & Suites Saigon, The Apartments","Elegant Accommodations: JW Marriott Hotel & Suites Saigon, The Apartments in Ho Chi Minh City offers luxurious 5-star accommodations with spacious balconies. Guests enjoy free WiFi, a year-round outdoor swimming pool, and a fitness center. Comfortable Facilities: The hotel features spa facilities, a sauna, and a steam room. Additional amenities include a yoga studio, kids' pool, and a business area. Private check-in and check-out services ensure a seamless arrival and departure. Dining Experience: A variety of dining options are available, including a family-friendly restaurant offering American, Italian, and Vietnamese cuisines. Breakfast options include continental, American, buffet, and Asian styles with local specialties and fresh pastries. Prime Location: Located 3.7 mi from Tan Son Nhat International Airport, the hotel is near attractions such as Saigon Noter Dame Cathedral (1312 feet) and Saigon Central Post Office (6-minute walk). An ice-skating rink is also in the vicinity.","Corner Hai Ba Trung street & Le Duan boulevard , Ben Nghe Ward, District 01, District 1, 700000 Ho Chi Minh City, Vietnam"
https://www.booking.com/hotel/vn/khach-san-son-thinh-gan-bien-anh-tran.html?aid=304142&label=mkt123sc-671c8ba3-9d03-4cfc-9136-1a7842341057&ucfs=1&arphpl=1&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=646&sr_order=class&srpvid=2e21081c7ac5a0a622edd8ec00167eb0&srepoch=1771160430&from=searchresults,Vung Tau,2008,KHÁCH SẠN SƠN THỊNH gần biển - ÁNH TRẦN,"Comfortable Accommodations: KHÁCH SẠN SƠN THỊNH gần biển - ÁNH TRẦN in Vung Tau offers family rooms with air-conditioning, private bathrooms, and balconies. Each room includes a bidet, walk-in shower, and free toiletries. Essential Facilities: Guests enjoy free WiFi, a 24-hour front desk, and room service. Free on-site private parking is available. Additional amenities include a dining area, work desk, and outdoor furniture. Prime Location: Located 62 mi from Tan Son Nhat International Airport, the hotel is a short walk from Back Beach and near attractions such as Christ of Vung Tau (1 mi) and Nghinh Phong Cape (16-minute walk).","23D Thùy Vân tầng 16, 78000 Vung Tau, Vietnam"
https://www.booking.com/hotel/vn/muong-thanh-vien-trieu-ho-tien.html?aid=304142&label=mkt123sc-37fa07f8-2edd-4d38-8cce-c19371519fb8&ucfs=1&arphpl=1&dest_id=-3723998&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=651&sr_order=class&srpvid=47c382a677b964b2d6359bccd25f34e7&srepoch=1771158726&from=searchresults,Nha Trang,2007,Mường Thanh Viễn Triều - Hồ Tiên hotel,"Comfortable Living Space: Mường Thanh Viễn Triều - Hồ Tiên hotel in Nha Trang offers a one-bedroom apartment with a bathroom. The property features air-conditioning, ensuring a pleasant stay. Convenient Location: Located 24 mi from Cam Ranh International Airport, the hotel is a few steps from Hon Chong Beach and a 9-minute walk to Hon Chong Promontory. Po Nagar Cham Towers are 1 mi away. Local Attractions: Guests can explore Dam Market, Khanh Hoa Museum, and Thap Ba Hot Spring Center within 2.2 mi. Nha Trang Cathedral and Long Son Pagoda are 2.9 mi from the hotel.","03-05 Phạm Văn Đồng, 650000 Nha Trang, Vietnam"
https://www.booking.com/hotel/vn/eco-hoian.html?aid=304142&label=mkt123sc-64d867c0-d774-46da-a614-415b7f283ea4&ucfs=1&arphpl=1&dest_id=-3715584&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=346&sr_order=class&srpvid=7eb3bab32e1669c34149e2238e0497c2&srepoch=1771157249&from=searchresults,Hoi An,2009,Eco Hotel Hoi An,"Comfortable Accommodations: Eco Hotel Hoi An in Hoi An offers family rooms with air-conditioning, private bathrooms, and city views. Each room includes a work desk, TV, and free WiFi. Leisure Facilities: Guests can enjoy a private beach area, spa facilities, indoor swimming pool, and plunge pool. The hotel features a terrace, balcony, and outdoor seating area. Convenient Services: The hotel provides private check-in and check-out, a 24-hour front desk, concierge service, and free off-site parking. Additional amenities include a lounge, shared kitchen, and electric vehicle charging station. Nearby Attractions: Japanese Covered Bridge is a 5-minute walk away, while Hoi An Historic Museum lies less than 0.6 mi from the property. Da Nang International Airport is 18 mi distant.","Đào Duy Từ, Hoi An, Vietnam"
https://www.booking.com/hotel/vn/tam-coc-lighthouse.html?aid=304142&label=mkt123sc-d115badd-4550-4e03-9532-ab002bd0ed4b&ucfs=1&arphpl=1&dest_id=-3724181&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=392&sr_order=class&srpvid=c7848ab549db197d1759b1320d9d28a6&srepoch=1771157749&from=searchresults,Ninh Binh,2010,Tam Coc Lighthouse Hotel,"Comfortable Accommodations: Tam Coc Lighthouse Hotel in Ninh Binh offers family rooms with air-conditioning, private bathrooms, and balconies. Each room includes a mini-bar, TV, and free WiFi. Relaxing Facilities: Guests can enjoy spa facilities, a swimming pool with a view, sun terrace, and lush garden. Additional amenities include a steam room, sauna, and pool bar. Dining Experience: The family-friendly restaurant serves Vietnamese cuisine with vegetarian options. Dining options include brunch, lunch, dinner, and high tea. Prime Location: Located 50 mi from Tho Xuan Airport, the hotel is near Bich Dong Pagoda (1.2 mi) and Tam Coc Cave (1.8 mi). Other attractions include Thung Nham Bird Park Ecotourism (3.7 mi) and Trang An Eco Tourism Complex (7.5 mi).","Thôn Đam Khê Ngoai, Ninh Binh, Vietnam"
