hotel_url,hotel_location,hotel_id,hotel_name,hotel_description,hotel_address
https://www.booking.com/hotel/vn/po-sun-lake-hotel-x-thang-tam.html?aid=304142&label=mkt123sc-671c8ba3-9d03-4cfc-9136-1a7842341057&ucfs=1&arphpl=1&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=626&sr_order=class&srpvid=2e21081c7ac5a0a622edd8ec00167eb0&srepoch=1771160417&from=searchresults,Vung Tau,3002,sun lake hotel,"Comfortable Accommodations: Sun Lake Hotel in Vung Tau offers adults-only, pet-friendly rooms with free WiFi and a bar. Private check-in and check-out services ensure a smooth arrival and departure. Convenient Facilities: Guests can enjoy a shared kitchen, minimarket, elevator, 24-hour front desk, concierge service, and free on-site parking. Additional services include a paid airport shuttle, car hire, and full-day security. Prime Location: Located 63 mi from Tan Son Nhat International Airport, the hotel is a short walk from Back Beach and close to attractions such as Christ of Vung Tau and Nghinh Phong Cape.","38 Vo Thi Sau Street,Ward 2, Vung Tau City, 940000 Vung Tau, Vietnam"
https://www.booking.com/hotel/vn/fstay-cozy-and-peaceful-homestay-da-nang.html?aid=304142&label=mkt123sc-db8b93f3-41fe-450d-8e59-2a1d78bc6658&ucfs=1&arphpl=1&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=725&sr_order=class&srpvid=2282f5413385d7a0dacdcf9740826f53&srepoch=1771156944&from=searchresults,Danang,3001,FSTAY - COZY AND PEACEFUL HOMESTAY DA NANG,"Beachfront Location: FSTAY - COZY AND PEACEFUL HOMESTAY DA NANG in Da Nang offers direct beachfront access, a sun terrace, and a lush garden. Guests can relax on the beach or enjoy the serene garden views. Comfortable Accommodations: The guest house features family rooms with private balconies, terraces, and garden views. Each room includes air-conditioning, a private bathroom, and modern amenities such as a kitchenette and flat-screen TV. Exceptional Facilities: Guests benefit from free WiFi, a lounge, and a shared kitchen. Additional services include private check-in and check-out, concierge, room service, and free on-site parking. Nearby Attractions: Thanh Binh Beach is a 13-minute walk away, while Indochina Riverside Mall is 1.6 mi nearby. Da Nang International Airport is 2.5 mi from the property.","K52/48 Đinh Tiên Hoàng, Thanh Bình, Hải Châu, Danang, Vietnam"
https://www.booking.com/hotel/vn/the-tnt-apartment-nha-trang.html?aid=304142&label=mkt123sc-37fa07f8-2edd-4d38-8cce-c19371519fb8&ucfs=1&arphpl=1&dest_id=-3723998&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=611&sr_order=class&srpvid=47c382a677b964b2d6359bccd25f34e7&srepoch=1771158700&from=searchresults,Nha Trang,3004,The TNT Apartment,"Beachfront Location: The TNT Apartment in Nha Trang offers direct beachfront access and a sun terrace. Guests can relax by the sea and enjoy stunning views. Comfortable Accommodations: This apartment features three bedrooms and three bathrooms, equipped with air-conditioning, a kitchenette, and a balcony. Additional amenities include a washing machine, work desk, and free WiFi. Convenient Facilities: The property provides private check-in and check-out, a lounge, hot tub, shared kitchen, minimarket, daily housekeeping, coffee shop, hairdresser, family rooms, full-day security, bicycle parking, room service, and luggage storage. Local Attractions: Nha Trang Train Station is 2.1 mi away, Long Son Pagoda 2.2 mi, Nha Trang Cathedral 2.5 mi, Tram Huong Tower 2.7 mi, Dam Market 2.9 mi, Nha Trang Center Shopping Mall 3 mi, Khanh Hoa Museum 3.1 mi, Po Nagar Cham Towers 3.7 mi, Hon Chong Promontory 5 mi, Thap Ba Hot Spring Center 5.6 mi. Cam Ranh International Airport is 22 mi from the property.","Khu đô thị mỹ gia Đường số 35, LK 8.2, Nha Trang, Vietnam"
https://www.booking.com/hotel/vn/du-de-homestay.html?aid=304142&label=mkt123sc-64d867c0-d774-46da-a614-415b7f283ea4&ucfs=1&arphpl=1&dest_id=-3715584&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=307&sr_order=class&srpvid=7eb3bab32e1669c34149e2238e0497c2&srepoch=1771157237&from=searchresults,Hoi An,3003,Du De Homestay,"Comfortable Accommodations: Du De Homestay in Hoi An offers 4-star comfort with family rooms, private bathrooms, and balconies. Each room includes air-conditioning, a work desk, and free WiFi. Exceptional Facilities: Guests enjoy a private beach area, spa facilities, and a year-round outdoor swimming pool. Additional amenities include a garden, free bicycles, and a shared kitchen. Convenient Location: Located 16 mi from Da Nang International Airport, Du De Homestay is a 5-minute walk from Cua Dai Beach. Nearby attractions include the Assembly Hall of Chaozhou Chinese Congregation (2.6 mi) and Japanese Covered Bridge (3.1 mi).","96 Trương Minh Hùng, Cua Dai, Hoi An, Vietnam"
https://www.booking.com/hotel/vn/thoms-apartment-in-the-song-building.html?aid=304142&label=mkt123sc-671c8ba3-9d03-4cfc-9136-1a7842341057&ucfs=1&arphpl=1&dest_id=-3733750&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=329&sr_order=class&srpvid=2e21081c7ac5a0a622edd8ec00167eb0&srepoch=1771160264&from=searchresults,Vung Tau,3005,The Song Apartment-Thom,"Elegant Accommodations: The Song Apartment-Thom in Vung Tau offers a rooftop swimming pool, fitness center, sun terrace, and free WiFi. Guests enjoy private check-in and check-out services, a shuttle, elevator, and full-day security. Comfortable Amenities: The apartment features air-conditioning, a terrace, hot tub, kitchenette, balcony, washing machine, and garden views. Additional amenities include a sauna, dining table, sofa bed, and free toiletries. Prime Location: Located 9 minutes from Back Beach and 2297 feet from White Rabbit Park Vung Tau. Nearby attractions include Christ of Vung Tau (2.1 mi) and Vung Tau Lighthouse (3.7 mi). Highly rated by guests.","28 Đường Thi Sách 10.37, Vung Tau, Vietnam"
https://www.booking.com/hotel/vn/vanda-danang.html?aid=304142&label=mkt123sc-db8b93f3-41fe-450d-8e59-2a1d78bc6658&ucfs=1&arphpl=1&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=142&sr_order=class&srpvid=2282f5413385d7a0dacdcf9740826f53&srepoch=1771156625&from=searchresults,Danang,3006,Vanda Hotel,"Offering an indoor pool and restaurant, the modern Vanda Hotel is located in Da Nang city center near Dragon Bridge. A fitness center and massage spa are available on site. Guests can enjoy free use of bicycles, and free WiFi access throughout.

All units are air-conditioned and fitted with a flat-screen TV, mini-bar and personal safe. Certain units have view of the city / river, or a separate seating area. Private bathroom comes with shower facility, and free toiletries.

Guests can approach front desk staff to be assisted with a range of services round the clock, including luggage storage, valet parking, laundry, and airport transfer. Meeting facilities are available.

Han Market is only 5 minutes’ away. My Khe Beach is 1.9 mi and Da Nang Airport is 1.2 mi from the hotel.

Trico Restaurant offers daily buffet breakfast, as well as serves lunch and dinner. Guests can also chill out with a refreshing drink at Top View bar while enjoying sweeping city view.","03 Nguyen Van Linh, Danang, Vietnam"
https://www.booking.com/hotel/vn/million-dollar-view-apartment.html?aid=304142&label=mkt123sc-101d2eb0-bfbf-4d78-8611-1c73accaab6f&ucfs=1&arphpl=1&dest_id=-3730078&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=415&sr_order=class&srpvid=e474ec5fba63b58a7114c45e5cb6bd2f&srepoch=1771158076&from=searchresults,Ho Chi Minh City,3007,1 Bedroom Million Dollar View Apartment,"Spacious Living: The 1 Bedroom Million Dollar View Apartment in Ho Chi Minh City offers a spacious layout with one bedroom, one bathroom, and a comfortable living room. Guests enjoy a terrace with a view and a fully equipped kitchen. Exceptional Facilities: The apartment features a garden, a year-round outdoor swimming pool, and free WiFi. Additional amenities include air-conditioning, a washing machine, and a private entrance. Prime Location: Located 5.6 mi from Tan Son Nhat International Airport, the property is an 18-minute walk from Vietnam History Museum and 1.2 mi from Vincom Shopping Center. Nearby attractions include Saigon Opera House and Diamond Plaza. Local Attractions: Guests can explore the surrounding area with an ice-skating rink and enjoy easy access to various shopping centers.","23 Đường Trần Bạch Đằng, District 2, Ho Chi Minh City, Vietnam"
https://www.booking.com/hotel/vn/sang-boutique-villa.html?aid=304142&label=mkt123sc-db8b93f3-41fe-450d-8e59-2a1d78bc6658&ucfs=1&arphpl=1&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=735&sr_order=class&srpvid=2282f5413385d7a0dacdcf9740826f53&srepoch=1771156944&from=searchresults,Danang,3008,Sang Boutique Villa,"Beachfront Location: Sang Boutique Villa in Da Nang offers direct beachfront access with My Khe Beach just a 7-minute walk away. Guests can relax on the sun terrace or enjoy the indoor swimming pool. Comfortable Accommodations: Rooms feature air-conditioning, private bathrooms, balconies, and modern amenities. Family rooms and garden views enhance the stay. Dining Experience: The family-friendly restaurant serves Asian and European cuisines with vegetarian options. Dinner and cocktails are available in a traditional, modern, or romantic ambiance. Leisure Facilities: The hotel includes a fitness center, free bicycles, and a garden. Additional amenities include free WiFi, a bar, and a lounge. Nearby Attractions: Song Han Bridge is 1.2 mi away, Cham Museum 2.1 mi, and Da Nang International Airport 3.7 mi from the property.","Nguyễn Hữu Thông, Danang, Vietnam"
https://www.booking.com/hotel/vn/sunset-hotel-phu-quoc-welcome-to-a-mixing-world-of-friends.html?aid=304142&label=mkt123sc-28b189b8-c532-4763-ba03-95aad065b809&ucfs=1&arphpl=1&dest_id=-3726177&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=360&sr_order=class&srpvid=3938822b941a32a744972dd32f6c0bff&srepoch=1771158955&from=searchresults,Phú Quốc,3009,Sea Sunset Hotel Phu Quoc - Welcome to a mixing world of friends,"Comfortable Accommodations: Sea Sunset Hotel Phu Quoc in Phu Quoc offers comfortable rooms with air-conditioning, balconies, and private bathrooms. Each room features sea or garden views, ensuring a relaxing stay. Exceptional Facilities: Guests can enjoy a sun terrace, lush garden, and a bar. Free WiFi is available throughout the property, enhancing connectivity. Additional amenities include a coffee shop, outdoor seating area, and live music. Convenient Location: Located 11 mi from Phu Quoc International Airport, the hotel is near attractions such as Phu Quoc Prison (8.7 mi) and Sung Hung Pagoda (14 mi). Public transport options are highly rated by guests, making it easy to explore the island.","Pos 40, Positano, Địa Trung Hải, An Thới, Phú Quốc, An Thoi, Phú Quốc, Vietnam"
https://www.booking.com/hotel/vn/sailing-club-villa-by-joy-villa.html?aid=304142&label=mkt123sc-28b189b8-c532-4763-ba03-95aad065b809&ucfs=1&arphpl=1&dest_id=-3726177&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=139&sr_order=class&srpvid=3938822b941a32a744972dd32f6c0bff&srepoch=1771158845&from=searchresults,Phú Quốc,3010,Joy Villa Phu Quoc - 3BR with Private Pool,"Beachfront Living: Joy Villa Phu Quoc in Phu Quoc offers direct beachfront access with a private beach area. Guests can relax on the sun terrace or take a dip in the swimming pool with stunning views. Spa Facilities: The villa features spa facilities, including a sauna and steam room, providing a relaxing retreat. Free WiFi is available throughout the property, ensuring connectivity for all guests. Comfortable Accommodations: The property offers three bedrooms and three bathrooms, a spacious living room, and a fully equipped kitchen. Additional amenities include a fitness room, games room, and free bicycles for exploring the island. Dining Experience: A variety of cuisines are available, including Italian, Vietnamese, and seafood. The on-site restaurant serves breakfast, lunch, and dinner, catering to diverse preferences. Nearby Attractions: Long Beach is a 16-minute walk away, while Phu Quoc International Airport is 5.6 mi from the villa. Other points of interest include Sung Hung Pagoda and Vinpearl Land Phu Quoc, each within 22 mi.","Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam, Duong To, Phú Quốc, Vietnam"
