hotel_url,hotel_location,hotel_id,hotel_name,hotel_description,hotel_address
https://www.booking.com/hotel/vn/glamour-nha-trang.html?aid=304142&label=mkt123sc-37fa07f8-2edd-4d38-8cce-c19371519fb8&ucfs=1&arphpl=1&dest_id=-3723998&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=204&sr_order=class&srpvid=47c382a677b964b2d6359bccd25f34e7&srepoch=1771158486&from=searchresults,Nha Trang,7002,Glamour Hotel Nha Trang,"Prime Beachfront Location: Glamor Hotel Nha Trang in Nha Trang offers direct beachfront access and stunning sea views. Guests can relax on the terrace or take a dip in the indoor swimming pool. Comfortable Accommodations: Rooms feature air-conditioning, private bathrooms, and modern amenities such as free WiFi, mini-bar, and flat-screen TV. Family rooms and sofa beds cater to all travelers. Dining Experience: The modern restaurant serves British, seafood, Vietnamese, local, and Asian cuisines. Breakfast includes local specialties, warm dishes, fresh pastries, and fruits. A bar offers a variety of beverages. Convenient Services: The hotel provides private check-in and check-out, a fitness room, 24-hour front desk, concierge service, and free on-site parking. Cam Ranh International Airport is 26 mi away.","235 D. Hiến Quyền, Nha Trang, Vietnam"
https://www.booking.com/hotel/vn/anna-pham-bungalow.html?aid=304142&label=mkt123sc-28b189b8-c532-4763-ba03-95aad065b809&ucfs=1&arphpl=1&dest_id=-3726177&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=290&sr_order=class&srpvid=3938822b941a32a744972dd32f6c0bff&srepoch=1771158918&from=searchresults,Phú Quốc,7001,Anna Pham Bungalow - Friendly Local,"Comfortable Accommodations: Anna Pham Bungalow in Phú Quốc offers family rooms with air-conditioning, private bathrooms, and balconies. Each room includes a kitchenette, work desk, and free WiFi. Leisure Facilities: Guests can relax on the sun terrace, in the garden, or by the outdoor swimming pool. Additional amenities include a hot tub, lounge, and outdoor seating area. Convenient Services: The hotel provides private check-in and check-out, a 24-hour front desk, concierge service, and free on-site parking. Free WiFi is available throughout the property. Local Attractions: Ganh Gio Beach is a 16-minute walk away, while Phu Quoc International Airport lies 6.8 mi from the hotel. Nearby attractions include Sung Hung Pagoda and Phu Quoc Night Market.","Tổ 1, Ấp Gành Gió, Xã Cửa Dương, Thị trấn Dương Đông, Phú Quốc, Kiên Giang, Duong Dong, Phú Quốc, Vietnam"
https://www.booking.com/hotel/vn/saigon-river-paranoma-view-x-high-end-apartment-metropole.html?aid=304142&label=mkt123sc-101d2eb0-bfbf-4d78-8611-1c73accaab6f&ucfs=1&arphpl=1&dest_id=-3730078&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=443&sr_order=class&srpvid=e474ec5fba63b58a7114c45e5cb6bd2f&srepoch=1771158100&from=searchresults,,7003,,,
https://www.booking.com/hotel/vn/an-nhien-homestay-hoi-an.html?aid=304142&label=mkt123sc-64d867c0-d774-46da-a614-415b7f283ea4&ucfs=1&arphpl=1&dest_id=-3715584&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=class&srpvid=7eb3bab32e1669c34149e2238e0497c2&srepoch=1771157106&from=searchresults,,7004,,,
https://www.booking.com/hotel/vn/golden-line-danang.html?aid=304142&label=mkt123sc-db8b93f3-41fe-450d-8e59-2a1d78bc6658&ucfs=1&arphpl=1&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=380&sr_order=class&srpvid=2282f5413385d7a0dacdcf9740826f53&srepoch=1771156749&from=searchresults,Danang,7006,Golden Line Hotel Danang,"Beachfront Location: Golden Line Hotel Danang in Da Nang offers direct beachfront access with My Khe Beach just a five-minute walk away. Guests enjoy stunning sea views and easy beachfront activities. Exceptional Facilities: The hotel features a rooftop swimming pool, sun terrace, and free bicycles. Additional amenities include a restaurant, bar, and free WiFi in public areas. Comfortable Accommodations: Rooms offer air-conditioning, private bathrooms, and city views. Family rooms and interconnected rooms cater to all travelers. Prime Location: Located 3.7 mi from Da Nang International Airport, the hotel is close to attractions such as Cham Museum (2.2 mi) and Love Lock Bridge (1.7 mi). Guests appreciate the convenient location and excellent service.","63-65-67 Do Bi, My An, Ngu Hanh Son, Danang, Vietnam"
https://www.booking.com/hotel/vn/homestay-be-thanh-pho-hue.html?aid=304142&label=mkt123sc-880b7097-d3f7-4a70-aa96-b1640d9d57b3&ucfs=1&arphpl=1&dest_id=-3715887&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=307&sr_order=class&srpvid=0713acceced7c54c4b8ff3040a82bf1f&srepoch=1771159454&from=searchresults,Hue,7005,Homestay Be,"Comfortable Accommodations: Homestay Be in Hue offers family rooms with air-conditioning, private bathrooms, and free toiletries. Each room includes a dining table, refrigerator, TV, and free WiFi. Exceptional Facilities: Guests can enjoy a bar, private check-in and check-out services, a 24-hour front desk, concierge, and tour desk. Additional amenities include bicycle parking, bike hire, car hire, and free on-site private parking. Prime Location: Located 8.7 mi from Phu Bai International Airport, the homestay is a short walk from Trang Tien Bridge (2953 feet) and close to Dong Ba Market (0.9 mi). Nearby attractions include the Museum of Royal Antiquities (1.2 mi) and Thien Mu Pagoda (3.7 mi).","66/4 Lê Lợi 3, 530000 Hue, Vietnam"
https://www.booking.com/hotel/vn/thanh-lich-2.html?aid=304142&label=mkt123sc-880b7097-d3f7-4a70-aa96-b1640d9d57b3&ucfs=1&arphpl=1&dest_id=-3715887&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=120&sr_order=class&srpvid=0713acceced7c54c4b8ff3040a82bf1f&srepoch=1771159357&from=searchresults,Hue,7007,Thanh Lich Hue Hotel,"Comfortable Accommodations: Thanh Lich Hue Hotel in Hue offers comfortable rooms with air-conditioning, private bathrooms, and city views. Each room includes a work desk, mini-bar, and free WiFi, ensuring a pleasant stay. Dining Experience: Guests can enjoy French cuisine at the romantic restaurant, which serves dinner with vegetarian, vegan, and dairy-free options. The terrace and bar provide relaxing spaces for meals and refreshments. Leisure Facilities: The hotel features an indoor swimming pool, outdoor fireplace, and fitness center. Additional amenities include a lounge, child-friendly buffet, and tour desk, catering to all guest needs. Prime Location: Located 8.1 mi from Phu Bai International Airport, the hotel is close to attractions such as Trang Tien Bridge (13-minute walk) and Dong Ba Market (1.1 mi). Guests appreciate the friendly staff and excellent service.","59 Vo Thi Sau, Hue, Vietnam"
https://www.booking.com/hotel/vn/sekong-apartment.html?aid=304142&label=mkt123sc-db8b93f3-41fe-450d-8e59-2a1d78bc6658&ucfs=1&arphpl=1&dest_id=-3712125&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=193&sr_order=class&srpvid=2282f5413385d7a0dacdcf9740826f53&srepoch=1771156649&from=searchresults,Danang,7008,Infinity Pool - 5 min walk to beach - Sekong Apartment,"Prime Beachfront Location: Sekong Apartment in Da Nang offers direct beachfront access with My Khe Beach just a 4-minute walk away. Guests enjoy stunning sea views and easy beachfront activities. Exceptional Facilities: The aparthotel features a rooftop swimming pool, sauna, sun terrace, and lush garden. Additional amenities include a fitness room, steam room, and free WiFi throughout the property. Comfortable Accommodations: Rooms are equipped with air-conditioning, private bathrooms, and modern conveniences such as flat-screen TVs and kitchenettes. Free on-site private parking is available for guests. Nearby Attractions: Da Nang International Airport is 3.7 mi away, while attractions like Cham Museum and Marble Mountains are within 6.2 mi. Highly rated by guests for its excellent service and facilities.","14 Võ Nghĩa, Phước Mỹ, Sơn Trà, Đà Nẵng, Danang, Vietnam"
https://www.booking.com/hotel/vn/happii-homestay.html?aid=304142&label=mkt123sc-bcb8e8df-9997-46a6-beaa-eca0c6187659&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=287&sr_order=class&srpvid=370ca6940b64d507357c5a1278b3b48d&srepoch=1771156175&from=searchresults,Hanoi,7009,Happii Homestay,"Comfortable Accommodations: Happii Homestay in Hanoi offers a spacious apartment with air-conditioning, a kitchenette, and a balcony. Guests enjoy free WiFi, an open-air bath, and a private bathroom with a bidet. Convenient Facilities: The property features private check-in and check-out, a elevator, 24-hour front desk, full-day security, bicycle parking, express services, and free on-site parking. Additional amenities include a washing machine, streaming services, and a TV. Prime Location: Located 14 mi from Noi Bai International Airport, the apartment is a 13-minute walk from Vincom Center Nguyen Chi Thanh. Nearby attractions include the Vietnam Museum of Ethnology (1.3 mi) and Ho Chi Minh Mausoleum (2.2 mi). An ice-skating rink is also in the vicinity. Guest Satisfaction: Highly rated for room cleanliness, convenient location, and comfort, Happii Homestay ensures a pleasant stay for all visitors.","8 Ngõ 523 Phố Kim Mã, Ba Dinh, Hanoi, Vietnam"
https://www.booking.com/hotel/vn/moc-vien-hoan-kiem.html?aid=304142&label=mkt123sc-bcb8e8df-9997-46a6-beaa-eca0c6187659&ucfs=1&arphpl=1&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=521&sr_order=class&srpvid=370ca6940b64d507357c5a1278b3b48d&srepoch=1771156300&from=searchresults,Hanoi,7010,Moc Vien homestay,"Comfortable Living: Moc Vien homestay in Hanoi offers a one-bedroom apartment with a balcony and garden views. The property features air-conditioning, a fully equipped kitchen, and a work desk. Essential Facilities: Guests enjoy free WiFi, a minimarket, and bicycle parking. Additional amenities include a bidet, hypoallergenic bedding, and a dining area. Prime Location: Located 16 mi from Noi Bai International Airport, the apartment is a short walk from Hanoi Opera House (2297 feet) and Trang Tien Plaza (2625 feet). Nearby attractions include Hoan Kiem Lake and Hanoi Old City Gate.","1a Phố Lê Phụng Hiểu 304, tầng 3, Hoan Kiem, 100000 Hanoi, Vietnam"
