HotelID,UserID,User,Country,Review,Rating
6201,16500,Annisa,Indonesia,A Worthy Place to Stay!,10
6201,393,Antonina,Russia,Wonderful,9.0
6201,1957,Salma,Saudi Arabia,كانت ممتعة,10
6201,57197,Усачёва,Russia,Exceptional,10
6201,1965,Carla,France,C'était juste parfait!,10
6201,112358,Peixoto,Portugal,Exceptional,10
6201,3164,Anders,Sweden,Very Good,8.0
6201,766,Nguyễn,Vietnam,Good,7.0
6201,5262,Ming,Hong Kong,Pleasant,6.0
6204,1612,Ngân,Vietnam,Wonderful,9.0
6204,588,Phan,Vietnam,Very Good,8.0
6204,457,Hoa,Vietnam,Exceptional,10
6204,766,Nguyễn,Vietnam,Exceptional,10
6204,183,Hà,Vietnam,Very Good,8.0
6204,2652,Hui,Sweden,还不错,7.0
6204,4692,Oleksandr,Germany,Exceptional,10
6202,2529,Mari,United States,Wonderful,9.0
6202,4527,Sterling,United States,Superb!  The front office attendance and housekeepers were amazing!,9.0
6202,265,Pavel,Russia,Wonderful,9.0
6202,701,Khoa,Vietnam,Very Good,8.0
6202,3119,Vincent,Germany,"Haben uns viel erhofft, sind aber leider enttäuscht worden.",4.0
6202,3790,Juliette,France,Excellent,10
6202,8436,Que,Vietnam,Poor,3.0
6202,113116,Yonzon,India,Very Good,8.0
6202,548,Pauline,United Kingdom,Very Good,8.0
6202,3053,Ho,Vietnam,Good,7.0
6202,4879,Hiếu,Vietnam,Very Good,8.0
6202,197,Le,Vietnam,Wonderful,9.0
6202,338,Mai,Vietnam,Good,7.0
6202,567,Thiên,Vietnam,Very Good,8.0
6202,3915,Marius,Denmark,Wonderful,9.0
6202,533,Hoai,Vietnam,Wonderful,9.0
6202,766,Nguyễn,Vietnam,Exceptional,10
6202,508,Lam,Vietnam,Exceptional,10
6202,377,Anh,Vietnam,Fair,5.0
6202,8511,Hoan,Vietnam,Bad,1.0
6202,4357,Châu,Vietnam,"Cần cải thiện phòng vệ sinh, tôi khá thất vọng về nó, nó kh như chúng tôi mong đợi. Buồn :((",1.0
6202,673,Vu,Vietnam,Pleasant,6.0
6202,813,Trần,Vietnam,Fair,5.0
6202,113097,Danysecch,Italy,Disappointing,4.0
6202,573,Khanh,Vietnam,Exceptional,10
6202,573,Khanh,Vietnam,Exceptional,10
6205,1367,Nurul,Malaysia,we enjoyed our stay there.,9.0
6205,252,Kim,Australia,Wonderful,9.0
6205,4915,Serena,Australia,Moc was really lovely..... gave us lots of local information....... really cute mini hotel.,9.0
6205,3161,Rebecca,New Zealand,Grateful for Moc Lam.,8.0
6205,2049,Sam,Vietnam,Wonderful,9.0
6205,92198,Thanigaivel,India,Excellent stay and excellent staff support,10
6205,3508,Thy,Vietnam,Great,10
6205,178,Katherine,United Kingdom,A fantastic stay at Moc Lam Homestay GrandWorld Phu Quoc,10
6205,112608,Azizul,Malaysia,Exceptional,10
6205,112093,Loggerhead,Vietnam,Bad,1.0
6205,8447,Nicky,United States,Bad,1.0
6205,41640,Ohm,Thailand,Good and valuable,10
6205,69113,Kuy,Cambodia,Exceptional,10
6205,59386,Dariia,Russia,Exceptional,10
6205,2403,Quynh,Vietnam,Unbelievable,10
6205,618,Anonymous,Malaysia,"Clean, perfect Location, amazing Host!",9.0
6205,1163,Nina,Russia,Very Good,8.0
6205,3788,B,France,Je recommande,9.0
6205,19447,Kichatov,Kazakhstan,Wonderful,9.0
6205,506,Yu,Taiwan,Wonderful,9.0
6205,87648,Nyurguyaana,Russia,Exceptional,10
6205,811,Yulia,Russia,Exceptional,10
6205,123,Anastasiia,Russia,Exceptional,10
6205,16950,志誠,Taiwan,Exceptional,10
6205,16950,志誠,Taiwan,Exceptional,10
6205,32450,Nadi,Saudi Arabia,جيده,6.0
