HotelID,UserID,User,Country,Review,Rating
5401,368,Đặng,Vietnam,Home quá tuyệt vời,10
5401,766,Nguyễn,Vietnam,Exceptional,10
5401,165,Hoàng,Vietnam,Mong có cơ hội quay lại sẽ chuẩn hơn và đầy đủ . 10 điểm cho Nhà Mới và ĐẸP,7.0
5405,813,Trần,Vietnam,ổn,6.0
5405,10131,Medhi,Cambodia,Very Good,8.0
5405,3734,Son,Norway,Đều tốt đẹp,3.0
5405,138,Nguyen,Vietnam,Kỳ nghỉ tuyệt vời,10
5405,59788,Jetwithjay,South Africa,Exceptional,10
5405,807,Văn,Vietnam,Bad,1.0
5405,463,Hien,Vietnam,Very Good,8.0
5405,230,Linh,Vietnam,Exceptional,10
5405,4667,Huong,Vietnam,Disappointing,4.0
5402,595,Thomas,Sweden,Wonderful,9.0
5402,48468,Shwetha,India,Wonderful,9.0
5402,9799,Dina,Germany,Quiet green spot if you want to escape the traffic noise.,8.0
5402,1665,Gemma,Spain,"Green, quite and nice family",8.0
5402,3983,Krzysztof,United Kingdom,Wonderful,9.0
5402,3749,Viviana,Taiwan,Exceptional,10
5402,14,Thanh,Vietnam,The best place for a family trip!,10
5402,2491,Thao,Vietnam,Exceptional,10
5402,1603,Graham,United Kingdom,Pleasant,6.0
5402,5164,Reinhardt,Vietnam,Exceptional,10
5402,102995,Letalljosh,Mauritius,Peaceful stay in the beautiful city of Huế,10
5402,3007,Christopher,Vietnam,A place where you can be a part of the family.,10
5402,116,Peter,Australia,Home,10
5402,3327,Georgia,Australia,In need of a little TLC,6.0
5402,5332,Jordan,United States,Very welcoming and personal place for cheap!,10
5402,2358,Yến,Vietnam,Very Good,8.0
5402,153,Ngoc,Vietnam,đáng giá và sẽ quay lại,8.0
5402,5092,Tình,Vietnam,Wonderful,9.0
5402,432,Phạm,Vietnam,Wonderful,9.0
5402,14661,Dam,Vietnam,Very Good,8.0
5402,102995,Letalljosh,Mauritius,Peaceful stay in the beautiful city of Huế,10
5402,3007,Christopher,Vietnam,A place where you can be a part of the family.,10
5402,116,Peter,Australia,Home,10
5402,3327,Georgia,Australia,In need of a little TLC,6.0
5402,5332,Jordan,United States,Very welcoming and personal place for cheap!,10
5402,2358,Yến,Vietnam,Very Good,8.0
5402,153,Ngoc,Vietnam,đáng giá và sẽ quay lại,8.0
5402,5092,Tình,Vietnam,Wonderful,9.0
5402,432,Phạm,Vietnam,Wonderful,9.0
5402,14661,Dam,Vietnam,Very Good,8.0
5408,2126,David,Canada,"Lotsa stairs, but worth it",8.0
5408,554,Emma,United Kingdom,Great location and Private,8.0
5408,4647,Salomé,Belgium,Pleasant,6.0
5408,68,Paul,Greece,Very Good,8.0
5408,2573,Ainhoa,Spain,Poor,3.0
5408,3693,Adriana,Poland,Fair,5.0
5408,26425,Ranjitha,India,Exceptional,10
5408,2644,Lars,Sweden,Very Good,8.0
5408,440,Thierry,France,Wonderful,9.0
5408,3326,Miki,Japan,事前に、宿泊規約をきちんと作ってください。,3.0
5408,102725,Mattheo,France,Très bien ! Nous vous recommandons !,10
5408,23762,Augusto,Australia,Good,7.0
5408,102299,Amengual,Australia,Good,7.0
5408,497,Alexander,Netherlands,Good,7.0
5408,1652,Alessia,Italy,Very Good,8.0
5408,3462,Mikel,Spain,Very Good,8.0
5408,4344,Carmelo,Italy,Disappointing,4.0
5408,585,Mathilde,France,Exceptional,10
5408,4558,Marlena,Poland,Exceptional,10
5410,808,Hieu,Vietnam,Very Good,8.0
5411,6671,Yeon,South Korea,Bad,1.0
5412,382,Tuyet,Vietnam,A worst experience.,1.0
5412,335,Quoc,Vietnam,Good,7.0
5412,11100,Nhựt,Vietnam,Exceptional,10
5413,102955,Moment,Brunei,Exceptional,10
5413,584,Henry,United States,Exceptional,10
5413,65,Michael,United States,"Stayed here a few times, and will come back!",10
5413,3888,Ross,Australia,We only stayed for 2 nights but would be the perfect place to base yourself for a week or 2.,8.0
5413,30530,Theodoros,Canada,Exceptional,10
5414,102705,Piranha,Austria,Beautiful place!,10
5414,102705,Piranha,Austria,"Room seemed good, facilities nearby are good also",10
5414,102705,Piranha,Austria,It was a beautiful place!,10
5414,102705,Piranha,Austria,Comfortable apartment & I like it!,10
5414,102508,Quynh-chi,Vietnam,It was good with all the family reunion and we feel comfortable with many shops around.,8.0
5414,27363,Junghan,South Korea,휴식처,9.0
5414,508,Lam,Vietnam,Very Good,8.0
5416,11239,Nitin,South Korea,"Very friendly staff, clean air, natural environment, restaurant with an amazing city view.",7.0
