HotelID,UserID,User,Country,Review,Rating
5005,3,Lê,Vietnam,ko có villa tại 52 Võ Thị Sáu,1.0
5004,37,Thi,Germany,Very nice stay and friendly Host,10
5004,187,John,Australia,Wonderful,9.0
5004,407,Daniel,Australia,Beautiful room and facilities in a well positioned complex. Would recommend to anyone visiting HMC!,9.0
5004,26559,Payal,New Zealand,Great stay. Great value for money,10
5004,68,Paul,Australia,Wonderful,9.0
5004,79575,Haylie,Australia,Great for families and would recommend to others.,9.0
5004,3883,Dang,Vietnam,Exceptional,10
5004,3007,Christopher,Singapore,"Really enjoyed the stay!  Some others might prefer a location in district 1 but I prefer the quieter, cleaner and more m",10
5004,76310,Fashion,United States,Exceptional,10
5004,76310,Fashion,United States,Exceptional,10
5004,3883,Dang,Vietnam,Exceptional,10
5004,76310,Fashion,United States,Exceptional,10
5004,8260,Gina,Mexico,Excelent apartment,10
5004,5444,Travis,France,Nice apartment in modern complex with good aménités,9.0
5004,3119,Vincent,Hong Kong,Wonderful,9.0
5004,76310,Fashion,United States,Great apartment,10
5004,73407,Lethutrang,Australia,Exceptional,10
5004,28266,Mậu,United States,Love it!!,10
5004,233,Minh,Vietnam,Exceptional,10
5004,12748,Lữ,Vietnam,Exceptional,10
5004,3,Lê,Vietnam,Exceptional,10
5004,4661,Lena,Germany,"Great value—spacious, clean, and well-equipped with excellent service!",10
5004,2302,Stephen,New Zealand,Great place and worth the money!,10
5004,10070,Ann-marie,United Kingdom,Exceptional,10
5004,178,Katherine,United Kingdom,"Great, apartment, great views, very straightforward",10
5004,108,Sarah,Australia,Hotel was amazing if only location was closer to district 1,8.0
5004,5353,Nhu,Australia,Good location,9.0
5004,3010,Alan,Australia,Wonderful,9.0
5004,46673,Anshu,Australia,Very nice stay,10
5004,11570,Nikunj,India,Place Worth to stay.,10
5004,13187,Antony,United States,Raymond your Home was a wonder! Highly recommended when in Ho Chi Minh city,10
5004,230,Linh,Vietnam,Exceptional,10
5004,73407,Lethutrang,Australia,Exceptional,10
5004,800,Na,United States,Exceptional,10
5004,37,Thi,United States,Exceptional,10
5004,298,Hằng,Vietnam,"This is a serviced apartment in a luxury building, not a 5-star hotel. However, in return, the owner is extremely enthus",10
5004,22563,Cedryk,United States,Exceptional,10
5004,546,Huynh,Vietnam,Great,10
5004,108,Sarah,France,A second home away from home,10
5004,73407,Lethutrang,Australia,Exceptional,10
5004,6616,Brad,Australia,Exceptional,10
5004,1940,Nancy,United States,Good,7.0
