HotelID,UserID,User,Country,Review,Rating
6103,18171,Yusra,Saudi Arabia,We like hotel it was very nice stay 😊,10
6103,2493,Sung,South Korea,Wonderful,9.0
6103,14115,Hyunsoo,South Korea,Very Good,8.0
6103,14115,Hyunsoo,South Korea,Very Good,8.0
6103,111267,Soulaf,United Arab Emirates,Exceptional,10
6103,138,Nguyen,United States,Bad,1.0
6103,5220,Ahmed,Saudi Arabia,Bad,1.0
6105,4096,Oliver,Australia,"The villa is bright, stylish, and very comfortable",10
6105,55,Natasha,Australia,Highly recommended for everyone.,10
6105,1787,Ruby,United Kingdom,Great service overall.,10
6104,1560,Nhut,Vietnam,Bad,1.0
6102,4125,Helena,Canada,Very Good,8.0
6102,3378,William,Australia,Wonderful,9.0
6102,12390,Dee,Australia,Very Good,8.0
6102,1932,Tracey,United Kingdom,Helpful staff local building was our problem,6.0
6102,123,Anastasiia,Ukraine,Good,7.0
6102,200,Tomasz,Poland,Good,7.0
6102,50386,Jie-en,Taiwan,All of the staff were nice :),8.0
6102,458,Bảo,Vietnam,Wonderful,9.0
6102,3938,Nhàn,Vietnam,Tuyệt vời,9.0
6102,138,Nguyen,Vietnam,Exceptional,10
6102,110554,Natamol,Thailand,Poor,3.0
6102,410,Artur,Russia,Bad,1.0
6102,9334,Yushin,South Korea,Pleasant,6.0
6102,112041,Doroteao,Russia,Отвратительная помойка рядом со стройкой,1.0
6102,110554,Natamol,Thailand,Exceptional,10
6102,1096,Hương,Vietnam,Exceptional,10
6102,17048,Heena,South Korea,가성비 끝판왕,10
6102,1964,Mohammed,Saudi Arabia,مثالي,10
6102,110965,Zilin,China,Exceptional,10
6102,717,Trung,Vietnam,Exceptional,10
6102,37,Thi,Vietnam,Exceptional,10
6102,110492,Chuki,Bhutan,Nice location if you are staying at sunset town. Can walk to the cable car and all the shows they have there. Staff were,9.0
6102,54,Luke,United Kingdom,Very Good,8.0
6102,87345,Aajl3,Mongolia,Exceptional,10
6102,108803,Losol,Mongolia,Fair,5.0
6102,2788,Lukáš,Czech Republic,Very Good,8.0
6102,14,Thanh,Vietnam,Good,7.0
6102,68115,Romualdas,Lithuania,Exceptional,10
6102,138,Nguyen,Vietnam,Exceptional,10
6102,68115,Romualdas,Lithuania,Exceptional,10
6102,312,Phong,Vietnam,Exceptional,10
6102,183,Hà,Vietnam,Exceptional,10
6102,14,Thanh,Vietnam,Exceptional,10
6102,312,Phong,Vietnam,"Phòng sạch sẽ,tiện nghi.Cô chủ nhiệt tình,vui vẻ.",10
6107,2610,Oxana,Kazakhstan,Exceptional,10
6107,8557,Олег,Russia,Exceptional,10
6107,655,Alex,Belarus,Exceptional,10
6107,59295,Armen,Russia,Exceptional,10
6107,299,Giang,Canada,Very Good,8.0
6107,618,Anonymous,Russia,Exceptional,10
6107,571,Viktoriia,Russia,Everything was great! We really enjoyed our stay. The place was very clean and in a good location. The host was very res,10
6107,110811,Appolinariya,Russia,Exceptional,10
6106,7501,Nang,Luxembourg,"Very comfortable stay. Welcoming , caring and attentive host/ staff makes a very big difference. I recommend this pl",9.0
6106,404,Amir,Vietnam,Wonderful,9.0
6106,67609,Meiramgul,Kazakhstan,Too dirty,1.0
6106,65,Michael,United States,"Agent pulled bait and switch, gave us a different unit that what was described on Booking.com",1.0
6106,288,Dũng,Vietnam,Quá tốt,10
