HotelID,UserID,User,Country,Review,Rating
1402,1798,Hùng,Vietnam,"Căn ảo, đặt mất thời gian, liên hệ không được, kinh doanh không ra gì",1.0
1402,686,Phát,Vietnam,Bad,1.0
1402,6457,Tat,Vietnam,Bad,1.0
1403,227,Alexey,Vietnam,"Nice place to stay, enjoy the city and cook bbq outdoors.",10
1403,363,Dinh,United States,I enjoyed my stay at the property and would highly recommend to others,10
1403,267,Vinh,Vietnam,Rất Tốt,9.0
1403,508,Lam,Vietnam,Dịch vụ tốt,10
1403,740,Đức,Vietnam,Tuyệt vời,10
1403,2358,Yến,Vietnam,1 kỳ nghỉ tuyệt vời,9.0
1403,301,Vũ,Vietnam,chuyến du lịch rất đáng nhớ. Có cơ hội sẽ quay lại,10
1403,15,Ngọc,Vietnam,Exceptional,10
1403,338,Mai,Vietnam,Very Good,8.0
1401,43685,Lf,United Kingdom,Exceptional,10
1401,427,Tâm,Vietnam,It is okay.,10
1401,8632,Rafal,Poland,Exceptional,10
1401,8341,Mirjam,Estonia,Nice and cozy sea view aprtment,10
1401,581,Marina,Russia,Exceptional,10
1401,42982,Sonata,Lithuania,Very Good,8.0
1401,2774,Dai,Germany,So good that you're crazy not to book here,10
1401,667,Louise,Indonesia,Recommend staying here,10
1401,138,Nguyen,Vietnam,Exceptional,10
1401,5642,Dionne,Australia,Very Good,8.0
1401,10343,Markos,Australia,Marvelous,10
1401,346,Natalia,Russia,Exceptional,10
1401,43450,Bonoldi,Italy,Exceptional,10
1401,346,Natalia,Russia,Exceptional,10
1401,636,Huy,United States,A great experience.,10
1401,22278,Iveta_b,Lithuania,Exceptional,10
1401,44772,Chaca,United Kingdom,"Hotel facility,clean room,beautiful view from the room,the hotel staff is very friendly",9.0
1401,407,Daniel,Vietnam,excellent,10
1401,27529,Landon,Australia,Average,3.0
1401,257,Nicole,Netherlands,Good apartments with strict surveillance,7.0
1401,2352,Eileen,New Zealand,Disappointing after reading such great reviews,5.0
1401,4010,Caroline,Ireland,Good,7.0
1401,4812,Jasmine,Vietnam,Fair,5.0
1401,44396,Dottman52,Australia,Fair,6.0
1401,43902,Vertanen,Finland,Very Good,8.0
1401,5015,Tao,France,Excellent séjour,10
1401,165,Hoàng,Vietnam,Exceptional,10
1401,268,Thu,Vietnam,Exceptional,10
1401,580,Phương,Vietnam,Exceptional,10
1401,701,Khoa,Vietnam,Homestay đẹp,9.0
1401,377,Anh,Vietnam,MeoMeo Homestay - Vũng Tàu,10
1401,15,Ngọc,Vietnam,Wonderful,9.0
1401,733,Hậu,Vietnam,Exceptional,10
1401,677,Trí,Vietnam,Exceptional,10
1401,1950,La,Vietnam,Nghỉ ngơi tuyệt đối vui,9.0
1401,301,Vũ,Vietnam,chị chủ dễ thương nhiệt tình,10
1401,850,Nghi,Vietnam,Exceptional,10
1401,595,Thomas,France,Exceptional,10
1401,2102,Yang,Vietnam,Exceptional,10
1401,4584,Tuấn,Vietnam,Tuyệt vời,10
1401,4781,Lia,Taiwan,"Insgesamt waren wir sehr zufrieden, besonders dank der Vermieterin und des tollen Preis-Leistungs-Verhältnisses.",8.0
1401,271,Lâm,Vietnam,Exceptional,10
1401,253,Thuy,Vietnam,Good,9.0
1401,253,Thuy,Vietnam,Wonderful,9.0
1401,8624,Hiu,Hong Kong,Exceptional,10
1401,14,Thanh,Vietnam,Exceptional,10
1401,138,Nguyen,Vietnam,"Chỗ nghỉ thoải mái, riêng tư, sạch sẽ",9.0
1401,165,Hoàng,Vietnam,tuyệt vời,10
1401,6287,Nha,Vietnam,Wonderful,9.0
1401,271,Lâm,Vietnam,Wonderful,9.0
1401,9821,Sy,Vietnam,Đáng nhớ,9.0
1401,134,Vân,Vietnam,Rất xứng đáng,9.0
1401,340,Khánh,Vietnam,Wonderful,9.0
1401,1400,Said,France,Je remercie Lei pour sa disponibilité et reviendrai dès que possible. Je conseille fortement. Merci Lei,9.0
1401,2491,Thao,Vietnam,Tuyệt vời,10
1401,1815,Hoài,Vietnam,Tuyệt vời,8.0
1401,15,Ngọc,Vietnam,Relax,8.0
1401,332,Toàn,Vietnam,Exceptional,10
1401,766,Nguyễn,Vietnam,Wonderful,9.0
1401,5847,Cẩm,Vietnam,vui,10
1401,766,Nguyễn,Vietnam,Exceptional,10
1401,5077,Diên,Vietnam,Tuyệt vời,8.0
1401,1730,Quân,Vietnam,Good,9.0
1401,747,Duc,Vietnam,tuyệt,10
1401,1986,Cường,Vietnam,- Tuyệt vời,9.0
1401,708,Jennifer,Germany,Good,7.0
1401,431,Elena,Russia,Good,7.0
1401,11215,Tuyên,Vietnam,Good,7.0
1401,338,Mai,Vietnam,ổn,7.0
1401,44315,Aljo,Australia,Exceptional,10
1401,4819,Alexandr,Russia,Wonderful,9.0
1401,747,Duc,Vietnam,Exceptional,10
1401,766,Nguyễn,Vietnam,Wonderful,9.0
1401,64,Mary,Ireland,Fair,5.0
1401,605,Cuong,Vietnam,Exceptional,10
1401,3203,Zbigniew,Poland,Exceptional,10
1401,331,Nhi,Vietnam,Exceptional,10
1401,255,Tran,Vietnam,Exceptional,10
1401,14,Thanh,Vietnam,Exceptional,10
1401,3832,Tien,Vietnam,Wonderful,9.0
1401,4362,Duong,France,Wonderful,9.0
1401,766,Nguyễn,Vietnam,Exceptional,10
1401,240,Danh,Vietnam,Exceptional,10
1401,669,Thị,Vietnam,Very Good,8.0
1401,301,Vũ,Vietnam,Exceptional,10
1401,134,Vân,Vietnam,Exceptional,10
1401,183,Hà,Vietnam,Wonderful,9.0
1401,3906,Thương,Vietnam,Exceptional,10
1401,432,Phạm,Vietnam,Wonderful,9.0
1401,4879,Hiếu,Vietnam,Exceptional,10
1401,740,Đức,Vietnam,Very Good,8.0
1401,11113,Tăng,Vietnam,Wonderful,9.0
1401,252,Kim,Vietnam,Exceptional,10
1401,252,Kim,Vietnam,Exceptional,10
1401,3191,Mona,Netherlands,Exceptional,10
1401,252,Kim,Malaysia,Exceptional,10
1401,722,Thúy,Vietnam,Exceptional,10
1401,3437,Chen,Vietnam,Wonderful,9.0
1401,5442,Huyền,Vietnam,Exceptional,10
1401,11100,Nhựt,Vietnam,Exceptional,10
1401,2358,Yến,Vietnam,Very Good,8.0
1401,4071,Phúc,Vietnam,Exceptional,10
1401,564,Trinh,Vietnam,Very Good,8.0
1401,4468,Ánh,Vietnam,Exceptional,10
1401,3751,Liên,Vietnam,Exceptional,10
1401,2129,Huu,Vietnam,Exceptional,10
1401,669,Thị,Vietnam,Exceptional,10
1401,5405,Vy,Vietnam,Exceptional,10
1401,233,Minh,Germany,Wonderful,9.0
1401,637,Nga,Vietnam,"Chị chủ dễ thương, 10đ",10
1401,3,Lê,Vietnam,Exceptional,10
1401,138,Nguyen,Vietnam,Exceptional,10
1401,588,Phan,Vietnam,Exceptional,10
1401,459,Dương,Vietnam,Wonderful,9.0
1401,230,Linh,Vietnam,Very Good,8.0
1401,1297,Stephan,Germany,Good,7.0
1401,138,Nguyen,Vietnam,Good,7.0
1401,344,Thảo,Vietnam,Good,7.0
1401,4237,Vo,Vietnam,Pleasant,6.0
1407,28350,And,Saudi Arabia,الموقع ممتاز لكن لا انصح بها للعوائل المسلمه ولاتناسبهم أبدا,5.0
1408,43899,Hoong,Singapore,Good,7.0
1408,4298,Elisa,Canada,This is a comfortable and beautiful hotel with very good price.,7.0
1408,12747,Watson,Australia,Wonderful,9.0
1408,11571,Glen,Australia,Great value for money. The best hotel I have stayed in from many trips to Vietnam.,10
1408,4310,Lise,Canada,Très bon séjour. Tout est parfait sauf absence de climatisation.,9.0
1408,3112,Renaud,Canada,Nous avons passé un agréable séjour.,8.0
1408,4554,Ruth,Austria,tolles Hotel in ruhiger Lage,9.0
1408,766,Nguyễn,Vietnam,Ổn,9.0
1408,68,Paul,Denmark,Wonderful,9.0
1408,42529,Jihee,South Korea,맘에 드는 숙소,9.0
1408,605,Cuong,Vietnam,Very Good,8.0
1408,432,Phạm,Vietnam,mình đã ở đây 3 lần rồi 2 lần trước thấy ổn nên lần này hơi tiếc,5.0
1408,463,Hien,Vietnam,Exceptional,10
1408,2358,Yến,Vietnam,Mình rất hài lòng. Sẽ quay lại,10
1408,463,Hien,Vietnam,Exceptional,10
1408,79,Van,Australia,Pleasant,6.0
1408,85,Victor,United Kingdom,Exceptional,10
1408,44146,Dourlay,Australia,Exceptional,10
1408,1872,Tài,Vietnam,Very Good,8.0
1408,4839,Ting,Hong Kong,Very Good,8.0
1408,1767,Marc,France,Exceptional,10
1408,14519,Tstsuya,Japan,Pleasant,6.0
1406,1594,Wojciech,Germany,Pleasant,6.0
1406,2085,Harry,United Kingdom,Very Good,8.0
1406,89,Allan,Canada,Very Good,8.0
1406,116,Peter,Canada,Very Good,8.0
1406,44613,Wangyu,Taiwan,Good,8.0
1406,457,Hoa,United States,Budget accommodation with city center.,7.0
1406,4765,Gerald,United Kingdom,An acceptable budget hotel a short walk from the night market and harbour,6.0
1406,3378,William,Australia,Big room in old hotel with good management close to night market and Long beach.,7.0
1406,207,Laura,United Kingdom,Safe and clean,7.0
1406,7836,Chee,Malaysia,unsatisfy with facility but presant experience with hotel staff,6.0
1406,2169,Hung,Canada,Good,7.0
1406,2169,Hung,Canada,Very Good,8.0
1406,3506,A,United Kingdom,Disappointing,4.0
1406,2878,San,Cambodia,Safe,10
1406,9211,Otto,Australia,Never again,1.0
1406,2432,Dan,Italy,It can improve so much,4.0
1406,44048,Kolbi,Canada,"Do not stay here if you don’t smoke cigarettes, all my clothes stink now.",3.0
1406,31984,Cu,Singapore,Decent. Wasn't worth the money but was alright.,4.0
1406,764,Neil,United Kingdom,Terrible!!!!! Not cheap!!!!!!,1.0
1406,79,Van,Australia,Exceptional,10
1406,3360,Muhammad,Pakistan,Exceptional,10
1406,44380,Dawn&pat,Canada,Staff are wonderful!,9.0
1406,34659,Liping,Singapore,I won’t cost that hotel again. And booking.com are you really valuated the hotel before you post the price?? Disappointe,3.0
1406,21382,Nadeem,United Arab Emirates,Staff was nice and friendly,10
1406,5096,André,Germany,Exceptional,10
1406,44206,Erjka,Vietnam,Exceptional,10
1406,197,Le,Vietnam,Fair,5.0
1406,595,Thomas,Germany,Bis auf die Betten hat alles gepasst,8.0
1406,4475,Ewa,Poland,Good,7.0
1406,1599,Tomáš,Czech Republic,Good,7.0
1406,2265,Yan,China,距离沙滩和夜市比较近，周围用餐很方便,7.0
1406,43557,Hazzaa,Oman,Good,7.0
1406,431,Elena,French Polynesia,Very Good,8.0
1406,187,John,South Korea,Very Good,8.0
1406,43610,Volpe,Italy,Very Good,8.0
1406,2126,David,Sweden,Inte värt priset om du tänker dig ett bra hotell. Men det ligger bra till. Men räkna inte för mycket med ett bra hotell,6.0
1406,38219,Passone,Italy,Good,7.0
1406,4644,Emilie,France,Pleasant,6.0
1406,43274,Barth,Spain,Very Good,8.0
1406,2609,Trâm,Vietnam,Tạm được,6.0
1406,813,Trần,Vietnam,Rất tuyệt,8.0
1406,1721,Johannes,Finland,Very Good,8.0
1406,30987,Madelief,Netherlands,Pleasant,6.0
1406,746,Stefan,Germany,Kann man empfehlen,8.0
1406,307,Konstantin,Russia,Pleasant,6.0
1406,3075,Małgorzata,Poland,Very Good,8.0
1406,492,Svetlana,Russia,Good,7.0
1406,12612,Fahad,Saudi Arabia,السعر مقابل السكن,7.0
1406,44911,Marijo,Croatia,Good,7.0
1406,200,Tomasz,Poland,Przeciętny niedrogi hotel w niezłej lokalizacji dla niewymagających.,5.0
1406,341,Jean,Thailand,Poor,3.0
1406,1953,Xuan,Vietnam,Exceptional,10
1406,4292,Klaus,Germany,Wonderful,9.0
